treatment,day,DOMaddition,DOM,bact_DOM,bact,fungi,respSubstrate,baselineResp,respSoil,POM,MAOMs,MAOMp,MAOM
15 S RE A,140,5.71250,112.33805,2.29702,0.89811,3.13458,0.00010,0.00054,0.00044,16.27628,20.14378,11.55354,31.69733
15 S RE A,141,0.00000,112.43737,2.31276,0.89810,3.13418,0.00010,0.00054,0.00044,16.27619,20.14364,11.55365,31.69729
15 S RE A,142,0.00000,112.53747,2.32754,0.89810,3.13379,0.00010,0.00054,0.00044,16.27610,20.14350,11.55375,31.69725
15 S RE A,143,0.00000,112.63828,2.34141,0.89810,3.13342,0.00010,0.00054,0.00044,16.27601,20.14336,11.55386,31.69722
15 S RE A,144,0.00000,112.73975,2.35445,0.89809,3.13307,0.00010,0.00054,0.00044,16.27592,20.14322,11.55396,31.69718
15 S RE A,145,0.00000,112.84183,2.36671,0.89809,3.13272,0.00010,0.00054,0.00044,16.27583,20.14308,11.55407,31.69714
15 S RE A,146,0.00000,112.94445,2.37826,0.89809,3.13239,0.00010,0.00054,0.00044,16.27573,20.14294,11.55417,31.69711
15 S RE A,147,0.00000,113.04757,2.38914,0.89809,3.13207,0.00010,0.00054,0.00044,16.27564,20.14280,11.55427,31.69707
15 S RE A,148,0.00000,113.15115,2.39940,0.89809,3.13176,0.00010,0.00054,0.00044,16.27555,20.14266,11.55438,31.69704
15 S RE A,149,0.00000,113.25514,2.40908,0.89809,3.13146,0.00010,0.00054,0.00044,16.27546,20.14252,11.55449,31.69700
15 S RE A,150,0.00000,113.35950,2.41823,0.89810,3.13117,0.00010,0.00055,0.00044,16.27537,20.14238,11.55459,31.69697
15 S RE A,151,0.00000,113.46420,2.42689,0.89810,3.13090,0.00010,0.00055,0.00044,16.27528,20.14223,11.55470,31.69693
15 S RE A,152,0.00000,113.56921,2.43509,0.89810,3.13063,0.00010,0.00055,0.00044,16.27519,20.14209,11.55480,31.69690
15 S RE A,153,0.00000,113.67449,2.44286,0.89811,3.13037,0.00011,0.00055,0.00044,16.27510,20.14195,11.55491,31.69686
15 S RE A,154,5.71250,119.47760,2.45947,0.89817,3.13019,0.00011,0.00055,0.00044,16.27501,20.14181,11.55502,31.69683
15 S RE A,155,0.00000,119.56908,2.47503,0.89824,3.13001,0.00011,0.00055,0.00044,16.27492,20.14167,11.55513,31.69680
15 S RE A,156,0.00000,119.66137,2.48963,0.89830,3.12983,0.00011,0.00055,0.00044,16.27482,20.14153,11.55524,31.69677
15 S RE A,157,0.00000,119.75440,2.50332,0.89835,3.12966,0.00011,0.00055,0.00044,16.27473,20.14139,11.55535,31.69674
15 S RE A,158,0.00000,119.84812,2.51618,0.89841,3.12950,0.00011,0.00055,0.00044,16.27464,20.14125,11.55546,31.69672
15 S RE A,159,0.00000,119.94245,2.52826,0.89846,3.12935,0.00011,0.00055,0.00044,16.27455,20.14111,11.55558,31.69669
15 S RE A,160,0.00000,120.03736,2.53962,0.89851,3.12920,0.00011,0.00056,0.00044,16.27446,20.14097,11.55569,31.69666
15 S RE B,0,5.71250,6.42347,1.85336,5.74541,1.36718,0.00000,0.00081,0.00081,5.42996,6.72172,3.84825,10.56997
15 S RE B,1,0.00000,7.07436,1.70942,5.29504,1.35967,0.00000,0.00076,0.00076,5.42992,6.72166,3.84828,10.56994
15 S RE B,2,0.00000,7.67044,1.57914,4.88297,1.35245,0.00000,0.00071,0.00071,5.42989,6.72159,3.84832,10.56991
15 S RE B,3,0.00000,8.21650,1.46123,4.50592,1.34551,0.00000,0.00066,0.00066,5.42985,6.72153,3.84836,10.56989
15 S RE B,4,0.00000,8.71697,1.35450,4.16088,1.33884,0.00000,0.00062,0.00061,5.42981,6.72147,3.84840,10.56987
15 S RE B,5,0.00000,9.17585,1.25789,3.84514,1.33243,0.00000,0.00058,0.00058,5.42977,6.72140,3.84845,10.56985
15 S RE B,6,0.00000,9.59683,1.17046,3.55618,1.32627,0.00001,0.00054,0.00054,5.42974,6.72134,3.84850,10.56984
15 S RE B,7,0.00000,9.98327,1.09132,3.29171,1.32034,0.00001,0.00051,0.00051,5.42970,6.72128,3.84855,10.56983
15 S RE B,8,0.00000,10.33822,1.01968,3.04963,1.31463,0.00001,0.00048,0.00048,5.42966,6.72121,3.84860,10.56982
15 S RE B,9,0.00000,10.66448,0.95484,2.82803,1.30915,0.00001,0.00046,0.00045,5.42963,6.72115,3.84866,10.56981
15 S RE B,10,0.00000,10.96459,0.89613,2.62516,1.30387,0.00001,0.00043,0.00042,5.42959,6.72109,3.84871,10.56980
15 S RE B,11,0.00000,11.24088,0.84299,2.43940,1.29879,0.00001,0.00041,0.00040,5.42955,6.72103,3.84877,10.56980
15 S RE B,12,0.00000,11.49547,0.79487,2.26928,1.29391,0.00001,0.00039,0.00038,5.42951,6.72097,3.84883,10.56979
15 S RE B,13,0.00000,11.73027,0.75129,2.11348,1.28921,0.00001,0.00037,0.00036,5.42948,6.72090,3.84889,10.56979
15 S RE B,14,5.71250,17.61368,0.72288,1.97081,1.28476,0.00001,0.00035,0.00034,5.42944,6.72084,3.84898,10.56982
15 S RE B,15,0.00000,17.76972,0.69711,1.84009,1.28047,0.00001,0.00034,0.00033,5.42940,6.72078,3.84907,10.56986
15 S RE B,16,0.00000,17.91220,0.67371,1.72030,1.27634,0.00001,0.00032,0.00031,5.42937,6.72072,3.84917,10.56989
15 S RE B,17,0.00000,18.04235,0.65247,1.61048,1.27237,0.00001,0.00031,0.00030,5.42933,6.72066,3.84926,10.56992
15 S RE B,18,0.00000,18.16127,0.63317,1.50979,1.26854,0.00001,0.00030,0.00029,5.42930,6.72060,3.84936,10.56996
15 S RE B,19,0.00000,18.26995,0.61564,1.41743,1.26486,0.00001,0.00029,0.00028,5.42926,6.72054,3.84945,10.56999
15 S RE B,20,0.00000,18.36929,0.59970,1.33270,1.26131,0.00001,0.00028,0.00027,5.42922,6.72048,3.84955,10.57003
15 S RE B,21,0.00000,18.46013,0.58521,1.25493,1.25789,0.00001,0.00027,0.00026,5.42919,6.72042,3.84964,10.57006
15 S RE B,22,0.00000,18.54319,0.57202,1.18353,1.25460,0.00002,0.00026,0.00025,5.42915,6.72036,3.84974,10.57009
15 S RE B,23,0.00000,18.61917,0.56002,1.11794,1.25143,0.00002,0.00025,0.00024,5.42912,6.72030,3.84983,10.57013
15 S RE B,24,0.00000,18.68867,0.54910,1.05767,1.24837,0.00002,0.00025,0.00023,5.42908,6.72024,3.84992,10.57016
15 S RE B,25,0.00000,18.75226,0.53915,1.00227,1.24543,0.00002,0.00024,0.00023,5.42904,6.72018,3.85002,10.57020
15 S RE B,26,0.00000,18.81043,0.53009,0.95131,1.24259,0.00002,0.00024,0.00022,5.42901,6.72012,3.85011,10.57023
15 S RE B,27,0.00000,18.86365,0.52183,0.90441,1.23986,0.00002,0.00023,0.00021,5.42897,6.72006,3.85021,10.57027
15 S RE B,28,5.71250,24.58331,0.52389,0.86129,1.23729,0.00002,0.00023,0.00021,5.42894,6.72000,3.85033,10.57033
15 S RE B,29,0.00000,24.58737,0.52580,0.82157,1.23483,0.00002,0.00022,0.00020,5.42890,6.71995,3.85045,10.57040
15 S RE B,30,0.00000,24.58861,0.52759,0.78495,1.23245,0.00002,0.00022,0.00020,5.42887,6.71989,3.85058,10.57047
15 S RE B,31,0.00000,24.58725,0.52924,0.75118,1.23015,0.00002,0.00022,0.00020,5.42883,6.71983,3.85070,10.57053
15 S RE B,32,0.00000,24.58353,0.53078,0.72000,1.22794,0.00002,0.00021,0.00019,5.42880,6.71977,3.85082,10.57060
15 S RE B,33,0.00000,24.57766,0.53219,0.69121,1.22581,0.00002,0.00021,0.00019,5.42876,6.71971,3.85095,10.57066
15 S RE B,34,0.00000,24.56981,0.53350,0.66461,1.22375,0.00002,0.00021,0.00019,5.42873,6.71966,3.85107,10.57073
15 S RE B,35,0.00000,24.56015,0.53469,0.64001,1.22177,0.00002,0.00021,0.00018,5.42869,6.71960,3.85119,10.57079
15 S RE B,36,0.00000,24.54883,0.53579,0.61724,1.21985,0.00002,0.00020,0.00018,5.42866,6.71954,3.85131,10.57086
15 S RE B,37,0.00000,24.53600,0.53678,0.59616,1.21801,0.00002,0.00020,0.00018,5.42862,6.71949,3.85143,10.57092
15 S RE B,38,0.00000,24.52179,0.53768,0.57663,1.21623,0.00002,0.00020,0.00017,5.42859,6.71943,3.85155,10.57098
15 S RE B,39,0.00000,24.50630,0.53849,0.55852,1.21451,0.00002,0.00020,0.00017,5.42856,6.71937,3.85167,10.57105
15 S RE B,40,0.00000,24.48964,0.53922,0.54171,1.21286,0.00003,0.00020,0.00017,5.42852,6.71932,3.85179,10.57111
15 S RE B,41,0.00000,24.47192,0.53987,0.52611,1.21126,0.00003,0.00019,0.00017,5.42849,6.71926,3.85191,10.57118
15 S RE B,42,5.71250,30.12589,0.54950,0.51167,1.20980,0.00003,0.00019,0.00017,5.42845,6.71921,3.85206,10.57127
15 S RE B,43,0.00000,30.06723,0.55839,0.49825,1.20838,0.00003,0.00019,0.00017,5.42842,6.71915,3.85221,10.57136
15 S RE B,44,0.00000,30.00847,0.56657,0.48576,1.20702,0.00003,0.00019,0.00016,5.42839,6.71909,3.85236,10.57146
15 S RE B,45,0.00000,29.94966,0.57410,0.47413,1.20570,0.00003,0.00019,0.00016,5.42835,6.71904,3.85251,10.57155
15 S RE B,46,0.00000,29.89081,0.58101,0.46330,1.20443,0.00003,0.00019,0.00016,5.42832,6.71898,3.85266,10.57164
15 S RE B,47,0.00000,29.83196,0.58734,0.45320,1.20320,0.00003,0.00019,0.00016,5.42829,6.71893,3.85281,10.57174
15 S RE B,48,0.00000,29.77313,0.59313,0.44378,1.20201,0.00003,0.00019,0.00016,5.42825,6.71887,3.85295,10.57183
15 S RE B,49,0.00000,29.71433,0.59842,0.43498,1.20087,0.00003,0.00019,0.00016,5.42822,6.71882,3.85310,10.57192
15 S RE B,50,0.00000,29.65559,0.60323,0.42677,1.19976,0.00003,0.00019,0.00016,5.42819,6.71877,3.85325,10.57201
15 S RE B,51,0.00000,29.59691,0.60761,0.41910,1.19870,0.00003,0.00019,0.00016,5.42815,6.71871,3.85339,10.57210
15 S RE B,52,0.00000,29.53832,0.61159,0.41193,1.19767,0.00003,0.00019,0.00016,5.42812,6.71866,3.85354,10.57220
15 S RE B,53,0.00000,29.47983,0.61518,0.40522,1.19667,0.00003,0.00019,0.00016,5.42809,6.71860,3.85369,10.57229
15 S RE B,54,0.00000,29.42144,0.61842,0.39894,1.19571,0.00003,0.00019,0.00015,5.42805,6.71855,3.85383,10.57238
15 S RE B,55,0.00000,29.36317,0.62134,0.39305,1.19478,0.00003,0.00019,0.00015,5.42802,6.71849,3.85398,10.57247
15 S RE B,56,5.71250,34.97795,0.63294,0.38761,1.19396,0.00003,0.00019,0.00015,5.42799,6.71844,3.85415,10.57259
15 S RE B,57,0.00000,34.88105,0.64361,0.38250,1.19317,0.00003,0.00019,0.00015,5.42795,6.71839,3.85432,10.57271
15 S RE B,58,0.00000,34.78493,0.65339,0.37771,1.19240,0.00004,0.00019,0.00015,5.42792,6.71833,3.85450,10.57283
15 S RE B,59,0.00000,34.68958,0.66235,0.37321,1.19166,0.00004,0.00019,0.00015,5.42789,6.71828,3.85467,10.57295
15 S RE B,60,0.00000,34.59499,0.67053,0.36900,1.19094,0.00004,0.00019,0.00015,5.42786,6.71823,3.85485,10.57307
15 S RE B,61,0.00000,34.50113,0.67799,0.36503,1.19025,0.00004,0.00019,0.00015,5.42782,6.71817,3.85502,10.57319
15 S RE B,62,0.00000,34.40799,0.68478,0.36131,1.18958,0.00004,0.00019,0.00015,5.42779,6.71812,3.85519,10.57331
15 S RE B,63,0.00000,34.31555,0.69094,0.35781,1.18893,0.00004,0.00019,0.00015,5.42776,6.71807,3.85536,10.57343
15 S RE B,64,0.00000,34.22378,0.69651,0.35453,1.18830,0.00004,0.00019,0.00015,5.42772,6.71801,3.85553,10.57355
15 S RE B,65,0.00000,34.13268,0.70154,0.35143,1.18769,0.00004,0.00019,0.00015,5.42769,6.71796,3.85570,10.57366
15 S RE B,66,0.00000,34.04223,0.70607,0.34852,1.18711,0.00004,0.00019,0.00015,5.42766,6.71791,3.85587,10.57378
15 S RE B,67,0.00000,33.95240,0.71012,0.34578,1.18654,0.00004,0.00019,0.00015,5.42763,6.71785,3.85604,10.57390
15 S RE B,68,0.00000,33.86319,0.71374,0.34321,1.18599,0.00004,0.00019,0.00015,5.42759,6.71780,3.85621,10.57401
15 S RE B,69,0.00000,33.77459,0.71695,0.34078,1.18546,0.00004,0.00019,0.00015,5.42756,6.71775,3.85638,10.57413
15 S RE B,70,5.71250,39.35927,0.72882,0.33855,1.18502,0.00004,0.00019,0.00015,5.42753,6.71769,3.85658,10.57428
15 S RE B,71,0.00000,39.23268,0.73968,0.33646,1.18460,0.00004,0.00019,0.00015,5.42750,6.71764,3.85678,10.57442
15 S RE B,72,0.00000,39.10728,0.74960,0.33448,1.18418,0.00004,0.00019,0.00015,5.42746,6.71759,3.85698,10.57457
15 S RE B,73,0.00000,38.98303,0.75862,0.33262,1.18378,0.00004,0.00019,0.00015,5.42743,6.71754,3.85718,10.57471
15 S RE B,74,0.00000,38.85990,0.76681,0.33086,1.18339,0.00004,0.00019,0.00015,5.42740,6.71748,3.85738,10.57486
15 S RE B,75,0.00000,38.73785,0.77423,0.32920,1.18302,0.00005,0.00019,0.00015,5.42737,6.71743,3.85757,10.57500
15 S RE B,76,0.00000,38.61686,0.78093,0.32764,1.18265,0.00005,0.00019,0.00015,5.42733,6.71738,3.85777,10.57515
15 S RE B,77,0.00000,38.49690,0.78697,0.32616,1.18230,0.00005,0.00019,0.00015,5.42730,6.71733,3.85797,10.57529
15 S RE B,78,0.00000,38.37793,0.79237,0.32477,1.18195,0.00005,0.00019,0.00015,5.42727,6.71727,3.85816,10.57543
15 S RE B,79,0.00000,38.25993,0.79720,0.32345,1.18162,0.00005,0.00019,0.00015,5.42724,6.71722,3.85836,10.57558
15 S RE B,80,0.00000,38.14286,0.80150,0.32221,1.18130,0.00005,0.00020,0.00015,5.42720,6.71717,3.85855,10.57572
15 S RE B,81,0.00000,38.02672,0.80529,0.32103,1.18098,0.00005,0.00020,0.00015,5.42717,6.71712,3.85874,10.57586
15 S RE B,82,0.00000,37.91146,0.80862,0.31992,1.18068,0.00005,0.00020,0.00015,5.42714,6.71707,3.85894,10.57600
15 S RE B,83,0.00000,37.79707,0.81153,0.31887,1.18038,0.00005,0.00020,0.00015,5.42711,6.71701,3.85913,10.57614
15 S RE B,84,5.71250,43.35589,0.82313,0.31794,1.18017,0.00005,0.00020,0.00015,5.42708,6.71696,3.85935,10.57631
15 S RE B,85,0.00000,43.20368,0.83368,0.31706,1.17996,0.00005,0.00020,0.00015,5.42704,6.71691,3.85957,10.57648
15 S RE B,86,0.00000,43.05290,0.84326,0.31623,1.17976,0.00005,0.00020,0.00015,5.42701,6.71686,3.85980,10.57665
15 S RE B,87,0.00000,42.90351,0.85193,0.31544,1.17956,0.00005,0.00020,0.00015,5.42698,6.71680,3.86002,10.57682
15 S RE B,88,0.00000,42.75546,0.85974,0.31470,1.17937,0.00005,0.00020,0.00015,5.42695,6.71675,3.86024,10.57699
15 S RE B,89,0.00000,42.60873,0.86677,0.31399,1.17918,0.00005,0.00020,0.00015,5.42691,6.71670,3.86046,10.57716
15 S RE B,90,0.00000,42.46326,0.87306,0.31332,1.17899,0.00005,0.00020,0.00015,5.42688,6.71665,3.86068,10.57733
15 S RE B,91,0.00000,42.31903,0.87867,0.31269,1.17881,0.00005,0.00020,0.00015,5.42685,6.71660,3.86090,10.57749
15 S RE B,92,0.00000,42.17601,0.88364,0.31209,1.17864,0.00005,0.00020,0.00015,5.42682,6.71655,3.86111,10.57766
15 S RE B,93,0.00000,42.03415,0.88802,0.31152,1.17847,0.00005,0.00020,0.00015,5.42679,6.71649,3.86133,10.57782
15 S RE B,94,0.00000,41.89343,0.89186,0.31098,1.17830,0.00005,0.00020,0.00015,5.42675,6.71644,3.86155,10.57799
15 S RE B,95,0.00000,41.75382,0.89519,0.31047,1.17814,0.00006,0.00020,0.00015,5.42672,6.71639,3.86176,10.57815
15 S RE B,96,0.00000,41.61529,0.89806,0.30999,1.17798,0.00006,0.00020,0.00015,5.42669,6.71634,3.86198,10.57832
15 S RE B,97,0.00000,41.47782,0.90049,0.30953,1.17782,0.00006,0.00020,0.00015,5.42666,6.71629,3.86219,10.57848
15 S RE B,98,5.71250,47.01339,0.91166,0.30915,1.17774,0.00006,0.00020,0.00015,5.42662,6.71623,3.86244,10.57867
15 S RE B,99,0.00000,46.83811,0.92176,0.30880,1.17766,0.00006,0.00020,0.00015,5.42659,6.71618,3.86268,10.57887
15 S RE B,100,0.00000,46.66444,0.93088,0.30846,1.17758,0.00006,0.00020,0.00015,5.42656,6.71613,3.86293,10.57906
15 S RE B,101,0.00000,46.49233,0.93908,0.30814,1.17750,0.00006,0.00020,0.00015,5.42653,6.71608,3.86317,10.57925
15 S RE B,102,0.00000,46.32174,0.94642,0.30784,1.17742,0.00006,0.00021,0.00015,5.42650,6.71603,3.86341,10.57944
15 S RE B,103,0.00000,46.15263,0.95297,0.30754,1.17735,0.00006,0.00021,0.00015,5.42646,6.71598,3.86365,10.57963
15 S RE B,104,0.00000,45.98496,0.95877,0.30727,1.17727,0.00006,0.00021,0.00015,5.42643,6.71593,3.86390,10.57982
15 S RE B,105,0.00000,45.81869,0.96389,0.30700,1.17719,0.00006,0.00021,0.00015,5.42640,6.71587,3.86414,10.58001
15 S RE B,106,0.00000,45.65379,0.96837,0.30675,1.17711,0.00006,0.00021,0.00015,5.42637,6.71582,3.86437,10.58020
15 S RE B,107,0.00000,45.49021,0.97225,0.30651,1.17704,0.00006,0.00021,0.00015,5.42634,6.71577,3.86461,10.58038
15 S RE B,108,0.00000,45.32794,0.97559,0.30628,1.17696,0.00006,0.00021,0.00015,5.42630,6.71572,3.86485,10.58057
15 S RE B,109,0.00000,45.16692,0.97843,0.30607,1.17688,0.00006,0.00021,0.00015,5.42627,6.71567,3.86509,10.58076
15 S RE B,110,0.00000,45.00715,0.98079,0.30586,1.17681,0.00006,0.00021,0.00015,5.42624,6.71562,3.86532,10.58094
15 S RE B,111,0.00000,44.84857,0.98273,0.30566,1.17673,0.00006,0.00021,0.00015,5.42621,6.71557,3.86556,10.58113
15 S RE B,112,5.71250,50.36286,0.99344,0.30553,1.17673,0.00006,0.00021,0.00015,5.42618,6.71551,3.86583,10.58134
15 S RE B,113,0.00000,50.16646,1.00308,0.30541,1.17672,0.00006,0.00021,0.00015,5.42614,6.71546,3.86609,10.58155
15 S RE B,114,0.00000,49.97181,1.01173,0.30529,1.17672,0.00006,0.00021,0.00015,5.42611,6.71541,3.86636,10.58177
15 S RE B,115,0.00000,49.77888,1.01945,0.30518,1.17671,0.00006,0.00021,0.00015,5.42608,6.71536,3.86662,10.58198
15 S RE B,116,0.00000,49.58761,1.02631,0.30507,1.17670,0.00007,0.00021,0.00015,5.42605,6.71531,3.86688,10.58219
15 S RE B,117,0.00000,49.39797,1.03237,0.30496,1.17668,0.00007,0.00021,0.00015,5.42601,6.71526,3.86714,10.58240
15 S RE B,118,0.00000,49.20991,1.03769,0.30486,1.17666,0.00007,0.00021,0.00015,5.42598,6.71521,3.86740,10.58261
15 S RE B,119,0.00000,49.02340,1.04233,0.30476,1.17665,0.00007,0.00021,0.00015,5.42595,6.71516,3.86766,10.58282
15 S RE B,120,0.00000,48.83838,1.04632,0.30467,1.17663,0.00007,0.00021,0.00015,5.42592,6.71511,3.86792,10.58303
15 S RE B,121,0.00000,48.65484,1.04973,0.30457,1.17660,0.00007,0.00021,0.00015,5.42589,6.71505,3.86818,10.58324
15 S RE B,122,0.00000,48.47273,1.05258,0.30448,1.17658,0.00007,0.00021,0.00015,5.42585,6.71500,3.86844,10.58344
15 S RE B,123,0.00000,48.29202,1.05494,0.30440,1.17655,0.00007,0.00021,0.00015,5.42582,6.71495,3.86870,10.58365
15 S RE B,124,0.00000,48.11268,1.05682,0.30431,1.17653,0.00007,0.00021,0.00015,5.42579,6.71490,3.86895,10.58385
15 S RE B,125,0.00000,47.93468,1.05828,0.30423,1.17650,0.00007,0.00022,0.00015,5.42576,6.71485,3.86921,10.58406
15 S RE B,126,5.71250,53.42937,1.06855,0.30421,1.17654,0.00007,0.00022,0.00015,5.42573,6.71480,3.86949,10.58429
15 S RE B,127,0.00000,53.21351,1.07774,0.30420,1.17658,0.00007,0.00022,0.00015,5.42569,6.71475,3.86978,10.58452
15 S RE B,128,0.00000,52.99954,1.08594,0.30418,1.17661,0.00007,0.00022,0.00015,5.42566,6.71470,3.87006,10.58476
15 S RE B,129,0.00000,52.78741,1.09320,0.30415,1.17664,0.00007,0.00022,0.00015,5.42563,6.71465,3.87034,10.58499
15 S RE B,130,0.00000,52.57709,1.09961,0.30413,1.17667,0.00007,0.00022,0.00015,5.42560,6.71460,3.87062,10.58522
15 S RE B,131,0.00000,52.36851,1.10521,0.30411,1.17669,0.00007,0.00022,0.00015,5.42557,6.71455,3.87090,10.58545
15 S RE B,132,0.00000,52.16165,1.11008,0.30408,1.17670,0.00007,0.00022,0.00015,5.42553,6.71449,3.87118,10.58568
15 S RE B,133,0.00000,51.95646,1.11425,0.30406,1.17672,0.00007,0.00022,0.00015,5.42550,6.71444,3.87146,10.58591
15 S RE B,134,0.00000,51.75290,1.11779,0.30403,1.17673,0.00007,0.00022,0.00015,5.42547,6.71439,3.87174,10.58613
15 S RE B,135,0.00000,51.55093,1.12075,0.30400,1.17674,0.00007,0.00022,0.00015,5.42544,6.71434,3.87202,10.58636
15 S RE B,136,0.00000,51.35052,1.12315,0.30397,1.17674,0.00007,0.00022,0.00015,5.42540,6.71429,3.87229,10.58658
15 S RE B,137,0.00000,51.15164,1.12506,0.30394,1.17674,0.00007,0.00022,0.00015,5.42537,6.71424,3.87257,10.58681
15 S RE B,138,0.00000,50.95424,1.12650,0.30391,1.17674,0.00007,0.00022,0.00015,5.42534,6.71419,3.87284,10.58703
15 S RE B,139,0.00000,50.75831,1.12751,0.30388,1.17674,0.00007,0.00022,0.00015,5.42531,6.71414,3.87311,10.58725
15 S RE B,140,5.71250,56.23493,1.13736,0.30391,1.17681,0.00007,0.00022,0.00015,5.42528,6.71409,3.87341,10.58750
15 S RE B,141,0.00000,56.00111,1.14613,0.30394,1.17687,0.00007,0.00022,0.00015,5.42524,6.71404,3.87372,10.58776
15 S RE B,142,0.00000,55.76930,1.15390,0.30396,1.17692,0.00008,0.00022,0.00015,5.42521,6.71399,3.87402,10.58801
15 S RE B,143,0.00000,55.53947,1.16074,0.30398,1.17697,0.00008,0.00022,0.00015,5.42518,6.71394,3.87432,10.58826
15 S RE B,144,0.00000,55.31155,1.16672,0.30400,1.17702,0.00008,0.00022,0.00015,5.42515,6.71389,3.87462,10.58850
15 S RE B,145,0.00000,55.08550,1.17190,0.30401,1.17706,0.00008,0.00022,0.00015,5.42512,6.71384,3.87491,10.58875
15 S RE B,146,0.00000,54.86129,1.17634,0.30402,1.17710,0.00008,0.00022,0.00015,5.42508,6.71379,3.87521,10.58900
15 S RE B,147,0.00000,54.63886,1.18010,0.30402,1.17713,0.00008,0.00023,0.00015,5.42505,6.71374,3.87551,10.58924
15 S RE B,148,0.00000,54.41818,1.18321,0.30403,1.17716,0.00008,0.00023,0.00015,5.42502,6.71369,3.87580,10.58949
15 S RE B,149,0.00000,54.19920,1.18575,0.30403,1.17718,0.00008,0.00023,0.00015,5.42499,6.71364,3.87609,10.58973
15 S RE B,150,0.00000,53.98191,1.18773,0.30402,1.17720,0.00008,0.00023,0.00015,5.42496,6.71359,3.87639,10.58997
15 S RE B,151,0.00000,53.76624,1.18922,0.30402,1.17722,0.00008,0.00023,0.00015,5.42492,6.71354,3.87668,10.59021
15 S RE B,152,0.00000,53.55219,1.19025,0.30401,1.17723,0.00008,0.00023,0.00015,5.42489,6.71349,3.87697,10.59045
15 S RE B,153,0.00000,53.33971,1.19085,0.30400,1.17724,0.00008,0.00023,0.00015,5.42486,6.71344,3.87726,10.59069
15 S RE B,154,5.71250,58.79964,1.20031,0.30406,1.17732,0.00008,0.00023,0.00015,5.42483,6.71339,3.87758,10.59096
15 S RE B,155,0.00000,58.54926,1.20869,0.30410,1.17739,0.00008,0.00023,0.00015,5.42480,6.71334,3.87790,10.59123
15 S RE B,156,0.00000,58.30100,1.21607,0.30414,1.17746,0.00008,0.00023,0.00015,5.42476,6.71329,3.87821,10.59150
15 S RE B,157,0.00000,58.05482,1.22252,0.30418,1.17752,0.00008,0.00023,0.00015,5.42473,6.71324,3.87853,10.59176
15 S RE B,158,0.00000,57.81067,1.22811,0.30421,1.17758,0.00008,0.00023,0.00015,5.42470,6.71319,3.87884,10.59203
15 S RE B,159,0.00000,57.56851,1.23289,0.30423,1.17763,0.00008,0.00023,0.00015,5.42467,6.71314,3.87916,10.59229
15 S RE B,160,0.00000,57.32829,1.23694,0.30426,1.17767,0.00008,0.00023,0.00015,5.42463,6.71309,3.87947,10.59256
15 S LL A,0,5.71250,8.14553,5.77589,18.01350,5.76267,0.00007,0.00269,0.00273,16.28988,20.16516,11.54465,31.70981
15 S LL A,1,0.00000,10.38850,5.29195,16.59538,5.65536,0.00012,0.00250,0.00265,16.28977,20.16497,11.54466,31.70963
15 S LL A,2,0.00000,12.45945,4.85428,15.29786,5.55280,0.00012,0.00233,0.00255,16.28965,20.16478,11.54467,31.70945
15 S LL A,3,0.00000,14.37365,4.45839,14.11064,5.45476,0.00011,0.00218,0.00245,16.28953,20.16460,11.54468,31.70928
15 S LL A,4,0.00000,16.14477,4.10031,13.02428,5.36100,0.00010,0.00203,0.00234,16.28941,20.16441,11.54469,31.70910
15 S LL A,5,0.00000,17.78520,3.77645,12.03018,5.27134,0.00010,0.00190,0.00224,16.28930,20.16423,11.54470,31.70893
15 S LL A,6,0.00000,19.30621,3.48357,11.12044,5.18556,0.00009,0.00178,0.00215,16.28918,20.16404,11.54472,31.70876
15 S LL A,7,0.00000,20.71806,3.21873,10.28785,5.10349,0.00009,0.00167,0.00206,16.28906,20.16386,11.54474,31.70859
15 S LL A,8,0.00000,22.03010,2.97929,9.52580,5.02494,0.00009,0.00158,0.00198,16.28895,20.16367,11.54476,31.70843
15 S LL A,9,0.00000,23.25088,2.76283,8.82826,4.94975,0.00008,0.00148,0.00190,16.28883,20.16349,11.54477,31.70826
15 S LL A,10,0.00000,24.38819,2.56718,8.18970,4.87775,0.00008,0.00140,0.00183,16.28872,20.16331,11.54480,31.70810
15 S LL A,11,0.00000,25.44915,2.39036,7.60506,4.80881,0.00008,0.00132,0.00177,16.28860,20.16312,11.54482,31.70794
15 S LL A,12,0.00000,26.44025,2.23057,7.06973,4.74278,0.00008,0.00125,0.00171,16.28849,20.16294,11.54484,31.70778
15 S LL A,13,0.00000,27.36742,2.08620,6.57946,4.67951,0.00008,0.00119,0.00165,16.28837,20.16276,11.54486,31.70763
15 S LL A,14,5.71250,33.93552,1.95882,6.13042,4.61895,0.00019,0.00113,0.00180,16.28826,20.16258,11.54489,31.70748
15 S LL A,15,0.00000,34.73783,1.84374,5.71904,4.56090,0.00019,0.00108,0.00176,16.28814,20.16240,11.54493,31.70733
15 S LL A,16,0.00000,35.49137,1.73979,5.34209,4.50526,0.00018,0.00103,0.00172,16.28802,20.16222,11.54496,31.70718
15 S LL A,17,0.00000,36.20021,1.64590,4.99660,4.45191,0.00018,0.00098,0.00168,16.28791,20.16205,11.54499,31.70703
15 S LL A,18,0.00000,36.86811,1.56110,4.67987,4.40075,0.00018,0.00094,0.00164,16.28780,20.16187,11.54502,31.70689
